id,type,memid,addr,send,arrive,bus_queuing,bus_time,switch_queuing,switch_time,snoop_evict,host_inv,dram_queuing,dram_time,total_time
0,Non-temporal write,1,100000000,100,191,0,0,0,50,0,0,0,1,91
1,Non-temporal write,2,300000000,200,291,0,0,0,50,0,0,0,1,91
2,Non-temporal read,3,0,300,899,0,0,0,50,0,0,0,49,599
3,Non-temporal read,4,200000000,400,999,0,0,0,50,0,0,0,49,599
4,Non-temporal write,1,100000040,999,1090,0,0,0,50,0,0,0,1,91
5,Non-temporal write,2,300000040,1099,1190,0,0,0,50,0,0,0,1,91
6,Non-temporal read,3,40,1199,1776,0,0,0,50,0,0,0,27,577
7,Non-temporal read,4,200000040,1299,1876,0,0,0,50,0,0,0,27,577
8,Non-temporal write,1,100000080,1876,1967,0,0,0,50,0,0,0,1,91
9,Non-temporal write,2,300000080,1976,2067,0,0,0,50,0,0,0,1,91
10,Non-temporal read,3,80,2076,2653,0,0,0,50,0,0,0,27,577
11,Non-temporal read,4,200000080,2176,2753,0,0,0,50,0,0,0,27,577
12,Non-temporal write,1,1000000c0,2753,2844,0,0,0,50,0,0,0,1,91
13,Non-temporal write,2,3000000c0,2853,2944,0,0,0,50,0,0,0,1,91
14,Non-temporal read,3,c0,2953,3530,0,0,0,50,0,0,0,27,577
15,Non-temporal read,4,2000000c0,3053,3630,0,0,0,50,0,0,0,27,577
16,Non-temporal write,1,100000100,3630,3721,0,0,0,50,0,0,0,1,91
17,Non-temporal write,2,300000100,3730,3821,0,0,0,50,0,0,0,1,91
18,Non-temporal read,3,100,3830,4407,0,0,0,50,0,0,0,27,577
19,Non-temporal read,4,200000100,3930,4507,0,0,0,50,0,0,0,27,577
20,Non-temporal write,1,100000140,4507,4598,0,0,0,50,0,0,0,1,91
21,Non-temporal write,2,300000140,4607,4698,0,0,0,50,0,0,0,1,91
22,Non-temporal read,3,140,4707,5284,0,0,0,50,0,0,0,27,577
23,Non-temporal read,4,200000140,4807,5384,0,0,0,50,0,0,0,27,577
24,Non-temporal write,1,100000180,5384,5475,0,0,0,50,0,0,0,1,91
25,Non-temporal write,2,300000180,5484,5575,0,0,0,50,0,0,0,1,91
26,Non-temporal read,3,180,5584,6161,0,0,0,50,0,0,0,27,577
27,Non-temporal read,4,200000180,5684,6261,0,0,0,50,0,0,0,27,577
28,Non-temporal write,1,1000001c0,6261,6352,0,0,0,50,0,0,0,1,91
29,Non-temporal write,2,3000001c0,6361,6452,0,0,0,50,0,0,0,1,91
30,Non-temporal read,3,1c0,6461,7060,0,0,0,50,0,0,0,49,599
31,Non-temporal read,4,2000001c0,6561,7160,0,0,0,50,0,0,0,49,599
32,Non-temporal write,1,100000200,7160,7251,0,0,0,50,0,0,0,1,91
33,Non-temporal write,2,300000200,7260,7351,0,0,0,50,0,0,0,1,91
34,Non-temporal read,3,200,7360,7937,0,0,0,50,0,0,0,27,577
35,Non-temporal read,4,200000200,7460,8037,0,0,0,50,0,0,0,27,577
36,Non-temporal write,1,100000240,8037,8128,0,0,0,50,0,0,0,1,91
37,Non-temporal write,2,300000240,8137,8228,0,0,0,50,0,0,0,1,91
38,Non-temporal read,3,240,8237,8814,0,0,0,50,0,0,0,27,577
39,Non-temporal read,4,200000240,8337,8914,0,0,0,50,0,0,0,27,577
40,Non-temporal write,1,100000280,8914,9005,0,0,0,50,0,0,0,1,91
41,Non-temporal write,2,300000280,9014,9105,0,0,0,50,0,0,0,1,91
