id,type,memid,addr,send,arrive,bus_queuing,bus_time,switch_queuing,switch_time,snoop_evict,host_inv,dram_queuing,dram_time,total_time
0,Non-temporal write,1,100000000,1000,1091,0,0,0,50,0,0,0,1,91
1,Non-temporal write,2,300000000,2000,2091,0,0,0,50,0,0,0,1,91
4,Non-temporal write,1,100000040,5000,5091,0,0,0,50,0,0,0,1,91
5,Non-temporal write,2,300000040,6000,6091,0,0,0,50,0,0,0,1,91
2,Non-temporal read,3,0,3000,3599,0,0,0,50,0,0,0,49,599
3,Non-temporal read,4,200000000,4000,4599,0,0,0,50,0,0,0,49,599
8,Non-temporal write,1,100000080,9000,9091,0,0,0,50,0,0,0,1,91
9,Non-temporal write,2,300000080,10000,10091,0,0,0,50,0,0,0,1,91
6,Non-temporal read,3,40,7000,7599,0,0,0,50,0,0,0,49,599
7,Non-temporal read,4,200000040,8000,8599,0,0,0,50,0,0,0,49,599
12,Non-temporal write,1,1000000c0,13000,13091,0,0,0,50,0,0,0,1,91
13,Non-temporal write,2,3000000c0,14000,14091,0,0,0,50,0,0,0,1,91
10,Non-temporal read,3,80,11000,11577,0,0,0,50,0,0,0,27,577
11,Non-temporal read,4,200000080,12000,12577,0,0,0,50,0,0,0,27,577
16,Non-temporal write,1,100000100,17000,17091,0,0,0,50,0,0,0,1,91
17,Non-temporal write,2,300000100,18000,18091,0,0,0,50,0,0,0,1,91
14,Non-temporal read,3,c0,15000,15577,0,0,0,50,0,0,0,27,577
15,Non-temporal read,4,2000000c0,16000,16577,0,0,0,50,0,0,0,27,577
20,Non-temporal write,1,100000140,21000,21091,0,0,0,50,0,0,0,1,91
21,Non-temporal write,2,300000140,22000,22091,0,0,0,50,0,0,0,1,91
18,Non-temporal read,3,100,19000,19599,0,0,0,50,0,0,0,49,599
19,Non-temporal read,4,200000100,20000,20599,0,0,0,50,0,0,0,49,599
24,Non-temporal write,1,100000180,25000,25091,0,0,0,50,0,0,0,1,91
25,Non-temporal write,2,300000180,26000,26091,0,0,0,50,0,0,0,1,91
22,Non-temporal read,3,140,23000,23577,0,0,0,50,0,0,0,27,577
23,Non-temporal read,4,200000140,24000,24577,0,0,0,50,0,0,0,27,577
28,Non-temporal write,1,1000001c0,29000,29091,0,0,0,50,0,0,0,1,91
29,Non-temporal write,2,3000001c0,30000,30091,0,0,0,50,0,0,0,1,91
26,Non-temporal read,3,180,27000,27577,0,0,0,50,0,0,0,27,577
27,Non-temporal read,4,200000180,28000,28577,0,0,0,50,0,0,0,27,577
32,Non-temporal write,1,100000200,33000,33091,0,0,0,50,0,0,0,1,91
33,Non-temporal write,2,300000200,34000,34091,0,0,0,50,0,0,0,1,91
30,Non-temporal read,3,1c0,31000,31855,0,0,0,50,0,0,0,305,855
31,Non-temporal read,4,2000001c0,32000,32599,0,0,0,50,0,0,0,49,599
36,Non-temporal write,1,100000240,37000,37091,0,0,0,50,0,0,0,1,91
37,Non-temporal write,2,300000240,38000,38091,0,0,0,50,0,0,0,1,91
34,Non-temporal read,3,200,35000,35577,0,0,0,50,0,0,0,27,577
35,Non-temporal read,4,200000200,36000,36577,0,0,0,50,0,0,0,27,577
40,Non-temporal write,1,100000280,41000,41091,0,0,0,50,0,0,0,1,91
41,Non-temporal write,2,300000280,42000,42091,0,0,0,50,0,0,0,1,91
38,Non-temporal read,3,240,39000,39577,0,0,0,50,0,0,0,27,577
39,Non-temporal read,4,200000240,40000,40577,0,0,0,50,0,0,0,27,577
44,Non-temporal write,1,1000002c0,45000,45091,0,0,0,50,0,0,0,1,91
45,Non-temporal write,2,3000002c0,46000,46091,0,0,0,50,0,0,0,1,91
42,Non-temporal read,3,280,43000,43577,0,0,0,50,0,0,0,27,577
43,Non-temporal read,4,200000280,44000,44599,0,0,0,50,0,0,0,49,599
48,Non-temporal write,1,100000300,49000,49091,0,0,0,50,0,0,0,1,91
49,Non-temporal write,2,300000300,50000,50091,0,0,0,50,0,0,0,1,91
46,Non-temporal read,3,2c0,47000,47599,0,0,0,50,0,0,0,49,599
47,Non-temporal read,4,2000002c0,48000,48577,0,0,0,50,0,0,0,27,577
52,Non-temporal write,1,100000340,53000,53091,0,0,0,50,0,0,0,1,91
53,Non-temporal write,2,300000340,54000,54091,0,0,0,50,0,0,0,1,91
50,Non-temporal read,3,300,51000,51577,0,0,0,50,0,0,0,27,577
51,Non-temporal read,4,200000300,52000,52577,0,0,0,50,0,0,0,27,577
56,Non-temporal write,1,100000380,57000,57091,0,0,0,50,0,0,0,1,91
57,Non-temporal write,2,300000380,58000,58091,0,0,0,50,0,0,0,1,91
54,Non-temporal read,3,340,55000,55577,0,0,0,50,0,0,0,27,577
55,Non-temporal read,4,200000340,56000,56815,0,0,0,50,0,0,0,265,815
60,Non-temporal write,1,1000003c0,61000,61091,0,0,0,50,0,0,0,1,91
61,Non-temporal write,2,3000003c0,62000,62091,0,0,0,50,0,0,0,1,91
58,Non-temporal read,3,380,59000,59599,0,0,0,50,0,0,0,49,599
59,Non-temporal read,4,200000380,60000,60577,0,0,0,50,0,0,0,27,577
64,Non-temporal write,1,100000400,65000,65091,0,0,0,50,0,0,0,1,91
65,Non-temporal write,2,300000400,66000,66091,0,0,0,50,0,0,0,1,91
62,Non-temporal read,3,3c0,63000,63577,0,0,0,50,0,0,0,27,577
63,Non-temporal read,4,2000003c0,64000,64577,0,0,0,50,0,0,0,27,577
68,Non-temporal write,1,100000440,69000,69091,0,0,0,50,0,0,0,1,91
69,Non-temporal write,2,300000440,70000,70091,0,0,0,50,0,0,0,1,91
66,Non-temporal read,3,400,67000,67577,0,0,0,50,0,0,0,27,577
67,Non-temporal read,4,200000400,68000,68577,0,0,0,50,0,0,0,27,577
72,Non-temporal write,1,100000480,73000,73091,0,0,0,50,0,0,0,1,91
73,Non-temporal write,2,300000480,74000,74091,0,0,0,50,0,0,0,1,91
70,Non-temporal read,3,440,71000,71599,0,0,0,50,0,0,0,49,599
71,Non-temporal read,4,200000440,72000,72599,0,0,0,50,0,0,0,49,599
76,Non-temporal write,1,1000004c0,77000,77091,0,0,0,50,0,0,0,1,91
77,Non-temporal write,2,3000004c0,78000,78091,0,0,0,50,0,0,0,1,91
74,Non-temporal read,3,480,75000,75577,0,0,0,50,0,0,0,27,577
75,Non-temporal read,4,200000480,76000,76577,0,0,0,50,0,0,0,27,577
80,Non-temporal write,1,100000500,81000,81091,0,0,0,50,0,0,0,1,91
81,Non-temporal write,2,300000500,82000,82091,0,0,0,50,0,0,0,1,91
78,Non-temporal read,3,4c0,79000,79577,0,0,0,50,0,0,0,27,577
79,Non-temporal read,4,2000004c0,80000,80577,0,0,0,50,0,0,0,27,577
84,Non-temporal write,1,100000540,85000,85091,0,0,0,50,0,0,0,1,91
85,Non-temporal write,2,300000540,86000,86091,0,0,0,50,0,0,0,1,91
82,Non-temporal read,3,500,83000,83599,0,0,0,50,0,0,0,49,599
83,Non-temporal read,4,200000500,84000,84599,0,0,0,50,0,0,0,49,599
88,Non-temporal write,1,100000580,89000,89091,0,0,0,50,0,0,0,1,91
89,Non-temporal write,2,300000580,90000,90091,0,0,0,50,0,0,0,1,91
86,Non-temporal read,3,540,87000,87577,0,0,0,50,0,0,0,27,577
87,Non-temporal read,4,200000540,88000,88577,0,0,0,50,0,0,0,27,577
92,Non-temporal write,1,1000005c0,93000,93091,0,0,0,50,0,0,0,1,91
93,Non-temporal write,2,3000005c0,94000,94091,0,0,0,50,0,0,0,1,91
90,Non-temporal read,3,580,91000,91577,0,0,0,50,0,0,0,27,577
91,Non-temporal read,4,200000580,92000,92577,0,0,0,50,0,0,0,27,577
96,Non-temporal write,1,100000600,97000,97091,0,0,0,50,0,0,0,1,91
97,Non-temporal write,2,300000600,98000,98091,0,0,0,50,0,0,0,1,91
94,Non-temporal read,3,5c0,95000,95599,0,0,0,50,0,0,0,49,599
95,Non-temporal read,4,2000005c0,96000,96599,0,0,0,50,0,0,0,49,599
100,Non-temporal write,1,100000640,101000,101091,0,0,0,50,0,0,0,1,91
101,Non-temporal write,2,300000640,102000,102091,0,0,0,50,0,0,0,1,91
98,Non-temporal read,3,600,99000,99577,0,0,0,50,0,0,0,27,577
99,Non-temporal read,4,200000600,100000,100577,0,0,0,50,0,0,0,27,577
104,Non-temporal write,1,100000680,105000,105091,0,0,0,50,0,0,0,1,91
105,Non-temporal write,2,300000680,106000,106091,0,0,0,50,0,0,0,1,91
102,Non-temporal read,3,640,103000,103577,0,0,0,50,0,0,0,27,577
103,Non-temporal read,4,200000640,104000,104577,0,0,0,50,0,0,0,27,577
108,Non-temporal write,1,1000006c0,109000,109091,0,0,0,50,0,0,0,1,91
109,Non-temporal write,2,3000006c0,110000,110091,0,0,0,50,0,0,0,1,91
106,Non-temporal read,3,680,107000,107599,0,0,0,50,0,0,0,49,599
107,Non-temporal read,4,200000680,108000,108599,0,0,0,50,0,0,0,49,599
112,Non-temporal write,1,100000700,113000,113091,0,0,0,50,0,0,0,1,91
113,Non-temporal write,2,300000700,114000,114091,0,0,0,50,0,0,0,1,91
110,Non-temporal read,3,6c0,111000,111577,0,0,0,50,0,0,0,27,577
111,Non-temporal read,4,2000006c0,112000,112577,0,0,0,50,0,0,0,27,577
116,Non-temporal write,1,100000740,117000,117091,0,0,0,50,0,0,0,1,91
117,Non-temporal write,2,300000740,118000,118091,0,0,0,50,0,0,0,1,91
